_addr_key,state,city,country,address_raw,permits_count,first_seen_applied_date,last_seen_applied_date,record_ids_sample,statuses_sample,latest_record_id,latest_status,latest_permit_type,latest_description,latest_valuation_usd,latest_contractor,latest_owner,capacity_mw,source,source_url,covered
wi||||news,WI,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMie0FVX3lxTE14b2Q1ZlUwNF9QaVpGRjgxZ0ZNYTBjcHZOZW5aVGUwY2RMYms5b3hab1BIRjBHeGs5a2d2NFJYUktKQl9CVmRZSjQxdGdsTlZIb1NpT21RcjhibVNybXI3czZ5V096a1lyUUVzY3MxZUpFNXJNX3ZiZzVpWQ?oc=5,proposed,ffe6a8d1ff307712,proposed,News Discovery,Data center ‘statewide guardrails’ proposed under Wisconsin bill - WPR,TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMie0FVX3lxTE14b2Q1ZlUwNF9QaVpGRjgxZ0ZNYTBjcHZOZW5aVGUwY2RMYms5b3hab1BIRjBHeGs5a2d2NFJYUktKQl9CVmRZSjQxdGdsTlZIb1NpT21RcjhibVNybXI3czZ5V096a1lyUUVzY3MxZUpFNXJNX3ZiZzVpWQ?oc=5,FALSE
mi||||news,MI,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMisgFBVV95cUxOaWFZLTI0VTBfTXVzYkNXeVl6dDdVTDFVVGNkRmtDd3VpZ09uWFNqRG5nN3FmV3c3Z2d3WDRMTjZUZ2t4b3Z5N3NLdTNETHU1YkExYUpoMjBXcGt5TnJzc3pTU2pSRnFhWDJQVkJpV1JQMEhNYVRDdG9QcWtEUFM5Z1hUYksxakcxbUI1UkVlOExNaDN5SEN3VkNOS0dCR3AzbkNlYmFOckRYVnQtazNSMVlB?oc=5,unknown,88acaca626e8eb69,unknown,News Discovery,"Deep Green plots US expansion, announces 24MW data center in Michigan - Data Center Dynamics 24.0 MW",TBD,TBD,TBD,24,news,https://news.google.com/rss/articles/CBMisgFBVV95cUxOaWFZLTI0VTBfTXVzYkNXeVl6dDdVTDFVVGNkRmtDd3VpZ09uWFNqRG5nN3FmV3c3Z2d3WDRMTjZUZ2t4b3Z5N3NLdTNETHU1YkExYUpoMjBXcGt5TnJzc3pTU2pSRnFhWDJQVkJpV1JQMEhNYVRDdG9QcWtEUFM5Z1hUYksxakcxbUI1UkVlOExNaDN5SEN3VkNOS0dCR3AzbkNlYmFOckRYVnQtazNSMVlB?oc=5,FALSE
||||news,TBD,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPV3Z2eGc0VkZ2YnZlUnB2MmtXOGcwOUMwR1RvSFJudzYxYUFSZG1jSHdxQVREd1JHT2toU0dJUmN5eWVoMzZ4YjJaV1pQQUlsTXB4RWVEU0s4d01pWWZsQzY1WkVPZk5ZbmpCUkhNcnUzSUtuNDdERHFMWjd0cjFzT0otbDNFd09WZVd2Z1ZIOXBXRmR3NTUwWHlIdDBxS1U1VERKTUFRN0NQSFNGM1JraGRDRzQ3ajd2MGVDZ0tFd1BadV9HT2hIZy1pc0lpU2kx?oc=5,unknown,3a59a1d5f95c2d12,unknown,News Discovery,Microsoft’s In-Chip Microfluidics Technology Resets the Limits of AI Cooling - Data Center Frontier,TBD,TBD,Microsoft,,news,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPV3Z2eGc0VkZ2YnZlUnB2MmtXOGcwOUMwR1RvSFJudzYxYUFSZG1jSHdxQVREd1JHT2toU0dJUmN5eWVoMzZ4YjJaV1pQQUlsTXB4RWVEU0s4d01pWWZsQzY1WkVPZk5ZbmpCUkhNcnUzSUtuNDdERHFMWjd0cjFzT0otbDNFd09WZVd2Z1ZIOXBXRmR3NTUwWHlIdDBxS1U1VERKTUFRN0NQSFNGM1JraGRDRzQ3ajd2MGVDZ0tFd1BadV9HT2hIZy1pc0lpU2kx?oc=5,FALSE
va||loudoun county||news,VA,Loudoun County,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMivgFBVV95cUxPNExld09DMjZNNURORXBtREdEdWdUbkZ5U1dDdTRGRHB4enpNSjJIa0VRNlZvWXZWaTZIeS14X0NhZTVtU1JsdVRzeFRMUnpYQmxUWGQxS2JxblNSeG1JcVRhd2M5LTBaRXViZS1tb2lkQWZJUXFWT2VBV2VwWWVodklldWIwUXYtUTBCOGg3b3VsRzdON2VWWTh5SXUyZDZaTjB3RGxhRjctVXlJT3FOTlBnMFdzUE5Xc2oySnBn?oc=5,construction,2d74bc10a8c819f0,construction,News Discovery,"Stabbing reported at data center construction site in Loudoun County, Virginia - Data Center Dynamics",TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMivgFBVV95cUxPNExld09DMjZNNURORXBtREdEdWdUbkZ5U1dDdTRGRHB4enpNSjJIa0VRNlZvWXZWaTZIeS14X0NhZTVtU1JsdVRzeFRMUnpYQmxUWGQxS2JxblNSeG1JcVRhd2M5LTBaRXViZS1tb2lkQWZJUXFWT2VBV2VwWWVodklldWIwUXYtUTBCOGg3b3VsRzdON2VWWTh5SXUyZDZaTjB3RGxhRjctVXlJT3FOTlBnMFdzUE5Xc2oySnBn?oc=5,FALSE
||norway||news,TBD,Norway,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMivgFBVV95cUxNWFQzc2ktZDVOemszTUl4M3lfRm1GaUpsTGFZRV9XYVBwVjdJSWM5clg5a2xJaV80RWxzV0hLRGZfelkySG1VVlVPdDNhTWNNVlY3NTRvUlMtMVoxYk5iazVDdGpXaFNqSFROeFg1T2NQZXZTTm5ENGFtMjBGaGExSU95d2t0OGxhdTJnRU52azBIcDFLNVJtbHpZbHlDNHpLRWhyQjFWMklmbjdDNG82Vmhvcm5jYUF3Unh6dEJn?oc=5,operational,72c243e31d49acd8,operational,News Discovery,"Data center startup Fossefall launches in Norway, targets 500MW of AI capacity - Data Center Dynamics 500.0 MW",TBD,TBD,TBD,500,news,https://news.google.com/rss/articles/CBMivgFBVV95cUxNWFQzc2ktZDVOemszTUl4M3lfRm1GaUpsTGFZRV9XYVBwVjdJSWM5clg5a2xJaV80RWxzV0hLRGZfelkySG1VVlVPdDNhTWNNVlY3NTRvUlMtMVoxYk5iazVDdGpXaFNqSFROeFg1T2NQZXZTTm5ENGFtMjBGaGExSU95d2t0OGxhdTJnRU52azBIcDFLNVJtbHpZbHlDNHpLRWhyQjFWMklmbjdDNG82Vmhvcm5jYUF3Unh6dEJn?oc=5,FALSE
oh||||news,OH,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPUkRPOUZnN01tQ09oU293cTEtUy1WZ3ZaN1BMc29XR1JsLTNla2RaczZVQkQ0cGFKYTdZbGtKcV95ejctQTZvdnRiYTJQTjh1SDF2SFhteEFiMFBTQmFST0dCb1huTVB3eTRHcFc1RTUzd01DaXduVlE5SVhGVnV4VEtTVV9iOUxMQWxEQ0lKVlBXWVNlcm9LanRmZE00WDNOTWZwc1dTTEZpcXF3aElnMWMxUlZjLVJV?oc=5,construction,5975affd1fe62448,construction,News Discovery,Fire damages two buildings at Bitdeer’s Ohio Bitcoin mine construction site - Data Center Dynamics,TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPUkRPOUZnN01tQ09oU293cTEtUy1WZ3ZaN1BMc29XR1JsLTNla2RaczZVQkQ0cGFKYTdZbGtKcV95ejctQTZvdnRiYTJQTjh1SDF2SFhteEFiMFBTQmFST0dCb1huTVB3eTRHcFc1RTUzd01DaXduVlE5SVhGVnV4VEtTVV9iOUxMQWxEQ0lKVlBXWVNlcm9LanRmZE00WDNOTWZwc1dTTEZpcXF3aElnMWMxUlZjLVJV?oc=5,FALSE
||thailand||news,TBD,Thailand,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOUVdtRTVYbUZxRG9PcUFnNElvcmRSSHZ5MU5YcnN6bFZJUUF2TnRURk1GLWFGQ1pzazY2eHR6dE9PMGxralByYVB4eXJ3UU1pUm1RTFR6dmY3SENxM0gwZ05qYzZiRTJObnhmbG0zd0VyLWtEYUlyd05uYWdneWJXVlJrTXFBaS1ZTkwtWVhQLTh2ZVU2bDZYWHBsZlp0QjZFMGVNZHZqVnJQblk4TURKdG14MXFMU2tzY05tWHZQRnFGZTQ?oc=5,unknown,a8d361d4d7ed6d23,unknown,News Discovery,"DayOne to expand CTP1 Thailand data center to 300MW, signs MoU with Amata for CTP2 - Data Center Dynamics",TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOUVdtRTVYbUZxRG9PcUFnNElvcmRSSHZ5MU5YcnN6bFZJUUF2TnRURk1GLWFGQ1pzazY2eHR6dE9PMGxralByYVB4eXJ3UU1pUm1RTFR6dmY3SENxM0gwZ05qYzZiRTJObnhmbG0zd0VyLWtEYUlyd05uYWdneWJXVlJrTXFBaS1ZTkwtWVhQLTh2ZVU2bDZYWHBsZlp0QjZFMGVNZHZqVnJQblk4TURKdG14MXFMU2tzY05tWHZQRnFGZTQ?oc=5,FALSE
sc||||news,SC,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMirgFBVV95cUxQQzNLTlplaEphNTRjSTNKdEtqUVphQWliYTRxV0Vpd1BMNlZVV1NVVWRSb2EwUmVJYkhNWXZMbWZ4Rm9pX2dCZnhBTE8xYktWQjFJZWFrblpPM1ZIQ3dZcEFEaFRtSVBkbUU1MzJxZktET2Q3ZGdheEhpSE41alVtc3piRXVsbmZpcFNyTWR3SHFsYVphQm1XRGdYZlhLbHVILVBRaFk4NVRtR1hzaGc?oc=5,unknown,a4569c8196038b0e,unknown,News Discovery,DartPoints announces 10MW data center expansion in South Carolina - Data Center Dynamics 10.0 MW,TBD,TBD,DartPoints,10,news,https://news.google.com/rss/articles/CBMirgFBVV95cUxQQzNLTlplaEphNTRjSTNKdEtqUVphQWliYTRxV0Vpd1BMNlZVV1NVVWRSb2EwUmVJYkhNWXZMbWZ4Rm9pX2dCZnhBTE8xYktWQjFJZWFrblpPM1ZIQ3dZcEFEaFRtSVBkbUU1MzJxZktET2Q3ZGdheEhpSE41alVtc3piRXVsbmZpcFNyTWR3SHFsYVphQm1XRGdYZlhLbHVILVBRaFk4NVRtR1hzaGc?oc=5,FALSE
||||news,TBD,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMipAFBVV95cUxPVEpWN0k4b1lsVGtpN0tqcmdSSUhyNjV0TG5kT3NYWFV1RXZCZGd4UER3X3hGZWI1Um9UaFlJNVEyMG1palItaTdCbDI3ZGZ2YkZRejU1SGFmeXVzZmh6V3l1RVQ4NDhaRS1SNl9Gc2tvQk5sZldySHZwNjNkZEwwVllPZ2l3aWhJcmpyS0RBZHVqWmtja0I5c1UwTnpxY0k0WU1nUA?oc=5,unknown,0dd73179442cc7f2,unknown,News Discovery,"The 1MW AI IT rack is coming, and it needs 800VDC power - Data Center Dynamics 1.0 MW",TBD,TBD,TBD,1,news,https://news.google.com/rss/articles/CBMipAFBVV95cUxPVEpWN0k4b1lsVGtpN0tqcmdSSUhyNjV0TG5kT3NYWFV1RXZCZGd4UER3X3hGZWI1Um9UaFlJNVEyMG1palItaTdCbDI3ZGZ2YkZRejU1SGFmeXVzZmh6V3l1RVQ4NDhaRS1SNl9Gc2tvQk5sZldySHZwNjNkZEwwVllPZ2l3aWhJcmpyS0RBZHVqWmtja0I5c1UwTnpxY0k0WU1nUA?oc=5,FALSE
ar||grant county||news,AR,Grant County,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMisgFBVV95cUxOcHBndzRsYVhaQTlYZTFVMzh1Zjk0U0k4TkUxQk01dVFVUFNyU3dUNTNhM0ZCdEp3Z3pheG5ybUotaDNPM3ZmZUdCQjdRSFdBR250QlFCanEwanduS0gzMWJRSFRSeHdYUXhOTWlkRVVYVkZQdmc5OWJmelphYmpVTTBhb1hBMFI4UWtNTW9EVFlLQXd2RXR6OGNPN3VvMV9rdnVEOWVZRW5ySVlmVkZ2MkVn?oc=5,unknown,40a413b1eaf67906,unknown,News Discovery,"Google inks 100MW solar PPA with Treaty Oak in Grant County, Arkansas - Data Center Dynamics 100.0 MW",TBD,TBD,Google,100,news,https://news.google.com/rss/articles/CBMisgFBVV95cUxOcHBndzRsYVhaQTlYZTFVMzh1Zjk0U0k4TkUxQk01dVFVUFNyU3dUNTNhM0ZCdEp3Z3pheG5ybUotaDNPM3ZmZUdCQjdRSFdBR250QlFCanEwanduS0gzMWJRSFRSeHdYUXhOTWlkRVVYVkZQdmc5OWJmelphYmpVTTBhb1hBMFI4UWtNTW9EVFlLQXd2RXR6OGNPN3VvMV9rdnVEOWVZRW5ySVlmVkZ2MkVn?oc=5,FALSE
nv||sparks||news,NV,Sparks,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNZE1JNHBQbEpwUm81LVdGaFB4Z0x1VVE4dUtGb2REQUJmRk9kM0s4bkxGb2RVcVBsWmhuRURuaHV5ODd5S1c4WVFCeXVwMTBNZ1A0dUtkNTNEYjZ1NGswZVNkTzNsdlE4cXBTcHFiVU13M0JaVlJtUDJaaC13ZEdWZnpvRUhsY0tMTVQtX0RMUVlRS3B2TUpfRUdoVW9lSDVxTENGcVpHdmpmQU52bmZ3ZlpRWFQwZWEtM2c5bHhFNFhPS29lMFFwUzJwNVJaX1dRWUtTS3FMQzU?oc=5,unknown,05da99521bd4d246,unknown,News Discovery,'What we do matters’: Viral video sparks Kenosha residents’ concerns over Microsoft’s planned data center - TMJ4 News,TBD,TBD,Microsoft,,news,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNZE1JNHBQbEpwUm81LVdGaFB4Z0x1VVE4dUtGb2REQUJmRk9kM0s4bkxGb2RVcVBsWmhuRURuaHV5ODd5S1c4WVFCeXVwMTBNZ1A0dUtkNTNEYjZ1NGswZVNkTzNsdlE4cXBTcHFiVU13M0JaVlJtUDJaaC13ZEdWZnpvRUhsY0tMTVQtX0RMUVlRS3B2TUpfRUdoVW9lSDVxTENGcVpHdmpmQU52bmZ3ZlpRWFQwZWEtM2c5bHhFNFhPS29lMFFwUzJwNVJaX1dRWUtTS3FMQzU?oc=5,FALSE
az||phoenix||news,AZ,Phoenix,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMioAFBVV95cUxOS1hBV3czYXZXMUJxUElsdzFWMjFuT1BTcVd4Ui0tNktQOHlWZF9pN29UdVdJdDFjMnhGY2N0U0tXOUZzUmdmczlJd2pmcFZoVGYyQmhVcFNwV003N3J1ZlJrT1ViWjNNY1FlMkJFcGlEZFpHdTNQbHdtdVo4RE1qVEpoRGZ5MWxQTkJnMTV0Um5nZjIxZE9BQUFqNFUyWFdM?oc=5,construction,fbc34368ac13cadf,construction,News Discovery,"Aligned breaks ground on data center in Phoenix, Arizona - Data Center Dynamics 5.0 MW",TBD,TBD,TBD,5,news,https://news.google.com/rss/articles/CBMioAFBVV95cUxOS1hBV3czYXZXMUJxUElsdzFWMjFuT1BTcVd4Ui0tNktQOHlWZF9pN29UdVdJdDFjMnhGY2N0U0tXOUZzUmdmczlJd2pmcFZoVGYyQmhVcFNwV003N3J1ZlJrT1ViWjNNY1FlMkJFcGlEZFpHdTNQbHdtdVo4RE1qVEpoRGZ5MWxQTkJnMTV0Um5nZjIxZE9BQUFqNFUyWFdM?oc=5,FALSE
||||news,TBD,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMitwFBVV95cUxQUm16RzljbnV1ekQyMXJ3SlRTZzBzeV8tQml1SzdrUGdHajZKME1YU2xfTngyUy16aERNaGhDRk9SN1hXUWEyQUN0RjZGQXZOZmNqQUtIZjhKeDBfdzNhUVJVb3Q4a2h1ZTJYRXhlVHVLRDM1VWdSeU1nZlprVnpncDF3SG1rdmM1QXZOTFRxemdsRlJDbDd6WHljTFNNOThlMVByU2NabzVIV3g2THFrMjlkdlZnZkk?oc=5,unknown,041429a8d6478933,unknown,News Discovery,Superconducting firm Veir completes first data center transmission pilot - Data Center Dynamics,TBD,TBD,Veir,,news,https://news.google.com/rss/articles/CBMitwFBVV95cUxQUm16RzljbnV1ekQyMXJ3SlRTZzBzeV8tQml1SzdrUGdHajZKME1YU2xfTngyUy16aERNaGhDRk9SN1hXUWEyQUN0RjZGQXZOZmNqQUtIZjhKeDBfdzNhUVJVb3Q4a2h1ZTJYRXhlVHVLRDM1VWdSeU1nZlprVnpncDF3SG1rdmM1QXZOTFRxemdsRlJDbDd6WHljTFNNOThlMVByU2NabzVIV3g2THFrMjlkdlZnZkk?oc=5,FALSE
nd||||news,ND,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPQk53Z3k3SGVxckE2ZzdqTmhmbmw2QzJuMWszeG9EeEQ3ODZteGpOSFRPV2VwS3R2eUdaYmNvMjJJamtkcjJoZ19aN0ZVOHgwQUcydlNqMWotSlU3cWZsTlJCRThPRkV4ekEyS0RINldWUGJXZWRRUUNIQm9rbkRGbW1PYlF6QnQyd2hYcm9ESnBZaFFOeHBKakZxbmNfaGhzQ2FCU1B2YTJjdEVMSFpIVWZ5ODJXZHJEaU5TUEYyM1ZQdkVfODB0Yk45SXNJa1Bp?oc=5,unknown,7d2bddc164850f81,unknown,News Discovery,Applied Digital expands deal with ABB to cover 300MW Polaris Forge 2 campus in North Dakota - Data Center Dynamics 300.0 MW,TBD,TBD,Applied Digital,300,news,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPQk53Z3k3SGVxckE2ZzdqTmhmbmw2QzJuMWszeG9EeEQ3ODZteGpOSFRPV2VwS3R2eUdaYmNvMjJJamtkcjJoZ19aN0ZVOHgwQUcydlNqMWotSlU3cWZsTlJCRThPRkV4ekEyS0RINldWUGJXZWRRUUNIQm9rbkRGbW1PYlF6QnQyd2hYcm9ESnBZaFFOeHBKakZxbmNfaGhzQ2FCU1B2YTJjdEVMSFpIVWZ5ODJXZHJEaU5TUEYyM1ZQdkVfODB0Yk45SXNJa1Bp?oc=5,FALSE
||||news,TBD,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMirgFBVV95cUxORFJtRkNaX00zWEthYUc0dW1qMXl0Rlo1aUJFQktydWJGNTNSeGI1WGhSaUVWU2VWQW9TOVpKVlU5WDhpTnFrV2FZbG9BWFNYblcxWGthWXo0VXB2Nl9wRDJfdTNDUk84TG04TkpmaE56RUkxZkYzU2Z6UW9iTF91eTE0UDYteHJtUDBIdGJ6S3dNSXZqcWs2cGUwaHQ0c25ZOEN0d25aZlU3UVM1SkE?oc=5,unknown,d7888c9b28a5f3f8,unknown,News Discovery,"The convergence of power, cooling & compute, with Chris Butler, Flex - Data Center Dynamics",TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMirgFBVV95cUxORFJtRkNaX00zWEthYUc0dW1qMXl0Rlo1aUJFQktydWJGNTNSeGI1WGhSaUVWU2VWQW9TOVpKVlU5WDhpTnFrV2FZbG9BWFNYblcxWGthWXo0VXB2Nl9wRDJfdTNDUk84TG04TkpmaE56RUkxZkYzU2Z6UW9iTF91eTE0UDYteHJtUDBIdGJ6S3dNSXZqcWs2cGUwaHQ0c25ZOEN0d25aZlU3UVM1SkE?oc=5,FALSE
||||news,TBD,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMinAFBVV95cUxNX25JbXAtSnFQZ0NMa3RnUG1QcTQ2bGxSRXMwRkM1VDRZSzZYY3NrQ09FMUQwcU1xa0hUMWEzQlZiLVVfYU5jbk1NRnZxNWpDMnIwcmhqTG9lajM5QUo4UjI0OXFDTlVDMFQ2NjVFRWNoR0YxVEN3ZGpwMnNCSmRObGVIVDM0cmNqbXNidzB0Q3E5SmQ5NS1tUEJCeW8?oc=5,construction,dd7053aca30b05f4,construction,News Discovery,"Anthropic, Microsoft announce new AI data center projects as industry's construction push continues - AP News",TBD,TBD,Microsoft,,news,https://news.google.com/rss/articles/CBMinAFBVV95cUxNX25JbXAtSnFQZ0NMa3RnUG1QcTQ2bGxSRXMwRkM1VDRZSzZYY3NrQ09FMUQwcU1xa0hUMWEzQlZiLVVfYU5jbk1NRnZxNWpDMnIwcmhqTG9lajM5QUo4UjI0OXFDTlVDMFQ2NjVFRWNoR0YxVEN3ZGpwMnNCSmRObGVIVDM0cmNqbXNidzB0Q3E5SmQ5NS1tUEJCeW8?oc=5,FALSE
||major expansion||news,TBD,Major Expansion,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMiugFBVV95cUxNazZ1cDNzZ2NLVEtBdUNfVEs1RGtuR1NvdkVLUEI4aU8yYkEtczJJV1h2YzhxaVNHMVdLUWdSWDhDVFp2VG9wS0MtaFpWb1lReTlCWWRJSV96cE9ycHpqaUQ3bUNTeG8tU0pmbHU4OE4xYURfSDNMejFkNTJQZlBSd3FKeTdEODZjbGJJMmpTOTNidUtPUE80aFhBQnR0SFYxQkJDcE5xenpQV29EcmZod3RhYkliSlBhbGc?oc=5,unknown,22ee16cd35ec6fd2,unknown,News Discovery,DataBank Acquires zColo Data Centers in Major Expansion - Data Center Frontier,TBD,TBD,DataBank,,news,https://news.google.com/rss/articles/CBMiugFBVV95cUxNazZ1cDNzZ2NLVEtBdUNfVEs1RGtuR1NvdkVLUEI4aU8yYkEtczJJV1h2YzhxaVNHMVdLUWdSWDhDVFp2VG9wS0MtaFpWb1lReTlCWWRJSV96cE9ycHpqaUQ3bUNTeG8tU0pmbHU4OE4xYURfSDNMejFkNTJQZlBSd3FKeTdEODZjbGJJMmpTOTNidUtPUE80aFhBQnR0SFYxQkJDcE5xenpQV29EcmZod3RhYkliSlBhbGc?oc=5,FALSE
wi||kenosha||news,WI,Kenosha,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOZjFKTE9RdEg4UlFmUGR3bTRxTnVBVUF4UUtuMmpDaEF5TTNqUUdQd3JxUXFKcVpDOE5OSnQyeW9VZXdHY3BvMWc4cHE5Vk41TXhpZHNrZlhXckRFWWRobW1hWGEzZ3VMVjBtMXoxYVByUnhKX1NzV0JlSWxic1R1cXdKYlFES3FLUjc0Y1F0QVFzMGdIYXZrYk9YYVdXZGdqLVVFTFVvUGo3b2pvWS1VQnVJc0dGNlhEckFkLVJxLWtrYmNuYkxrMg?oc=5,proposed,b8e1764c04df132c,proposed,News Discovery,Packed Kenosha meeting — residents spark conversation over Microsoft’s proposed data center - TMJ4 News,TBD,TBD,Microsoft,,news,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOZjFKTE9RdEg4UlFmUGR3bTRxTnVBVUF4UUtuMmpDaEF5TTNqUUdQd3JxUXFKcVpDOE5OSnQyeW9VZXdHY3BvMWc4cHE5Vk41TXhpZHNrZlhXckRFWWRobW1hWGEzZ3VMVjBtMXoxYVByUnhKX1NzV0JlSWxic1R1cXdKYlFES3FLUjc0Y1F0QVFzMGdIYXZrYk9YYVdXZGdqLVVFTFVvUGo3b2pvWS1VQnVJc0dGNlhEckFkLVJxLWtrYmNuYkxrMg?oc=5,FALSE
||chicago||news,TBD,Chicago,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMimAFBVV95cUxNdS1UVjNWTjFRdVZkNkc0Vm1XMnRCSVM4MnYtRldrMVB3cEhJTnJnaFoxanBkRERFaWJmOHdESVJzTnZBWWVKQ1pSRDhxSGh1ZndyandRTXBuUWlScllSRVFLeXNiVTFHRUNyeFozM1Y2M1lySjh4SVlnYlVFQ0xSR1FYZFZCWVpHemxFUWJDajFjVUNXdmg3Zw?oc=5,construction,b2d9d59bd924bfb0,construction,News Discovery,Edged breaks ground on second Chicago data center - Data Center Dynamics,TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMimAFBVV95cUxNdS1UVjNWTjFRdVZkNkc0Vm1XMnRCSVM4MnYtRldrMVB3cEhJTnJnaFoxanBkRERFaWJmOHdESVJzTnZBWWVKQ1pSRDhxSGh1ZndyandRTXBuUWlScllSRVFLeXNiVTFHRUNyeFozM1Y2M1lySjh4SVlnYlVFQ0xSR1FYZFZCWVpHemxFUWJDajFjVUNXdmg3Zw?oc=5,FALSE
pa||||news,PA,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMipwFBVV95cUxPWXBCTDA5XzRaa1NSa0w4X21HZ09nT3lkVDAtaTVMR0RvX0QxcGc3NDhkTjYwRUlrbEh4V2tiM3ZhU0tCaDExdk0wZFN0LUNKdm9CMlhocVdGZ21MTXVUUUxtZE82Qzd2aTJZSTUwNm9qanRqd2pUaWlzQVNZRG95YlFVeDY4UUhjTmtGUG5qcGp3d1dDY0FKbGhaeXZ5Tkg5ZFBhTV9waw?oc=5,proposed,dbcf67f0224f6f9a,proposed,News Discovery,2.6 million sq ft data center campus proposed in Pennsylvania - Data Center Dynamics,TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMipwFBVV95cUxPWXBCTDA5XzRaa1NSa0w4X21HZ09nT3lkVDAtaTVMR0RvX0QxcGc3NDhkTjYwRUlrbEh4V2tiM3ZhU0tCaDExdk0wZFN0LUNKdm9CMlhocVdGZ21MTXVUUUxtZE82Qzd2aTJZSTUwNm9qanRqd2pUaWlzQVNZRG95YlFVeDY4UUhjTmtGUG5qcGp3d1dDY0FKbGhaeXZ5Tkg5ZFBhTV9waw?oc=5,FALSE
tx||||news,TX,TBD,United States,TBD,0,11/18/2025,11/18/2025,https://news.google.com/rss/articles/CBMitAFBVV95cUxPcGlWRVhNSmlMWkF6TGNSbS1iOXZMYXp2VmFTS3BxUUJJNG9fUmpYd3EtX0FrUjBCa0tXWHEyNjQwU19EVEJCRjVadUd5QUc1WGY1R2R4aFMwd19pMWpDbU9BbUdfcFU4dGVPYU1FX3QtbGtDNmRreXBpQWZua2FwS1lic3BGMDRtdEIxXzFrZzNVZFFWUTNGTVBPckFKcUxYY2U4RWlNQVVaZnpDV1Q3Qng1YXQ?oc=5,construction,f9eb68920adf6979,construction,News Discovery,CloudBurst breaks ground on gigawatt-scale data center campus in Texas - Data Center Dynamics,TBD,TBD,TBD,,news,https://news.google.com/rss/articles/CBMitAFBVV95cUxPcGlWRVhNSmlMWkF6TGNSbS1iOXZMYXp2VmFTS3BxUUJJNG9fUmpYd3EtX0FrUjBCa0tXWHEyNjQwU19EVEJCRjVadUd5QUc1WGY1R2R4aFMwd19pMWpDbU9BbUdfcFU4dGVPYU1FX3QtbGtDNmRreXBpQWZua2FwS1lic3BGMDRtdEIxXzFrZzNVZFFWUTNGTVBPckFKcUxYY2U4RWlNQVVaZnpDV1Q3Qng1YXQ?oc=5,FALSE
